Mnemonic,"Parent Mnemonic",Databank,"Data Family","Data Source","Units of Measure","First Observation",Frequency,"Name of Series",1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
NGRPA19,NGRPA12,REL,"National accounts","National Bureau of Statistics","millions of naira",1981,A,"3.7 Real estate",1063959.81,1074049.33,1086703.98,1086931.99,1091378.22,1100909.11,1112486.41,1123077.56,1139870.62,1196554.34,1244151.79,1292347.78,1346312.46,1386533.73,1430716.7,1445024.44,1536907.47,1628648,1690330.88,1756078.06,1843817.31,1899131.7,1956105.96,2168328.64,2408823.7,2690065.81,3005424.89,3359764.49,3727341.54,4127988.21,4145866.08,4379936.8,4904636.97,5155727.95,5264695.89,4903604.64,4694391.27,4471861.75,4366350.6,3963589.18,4053083.2,4213070.41,4283647.4
