Mnemonic,"Parent Mnemonic",Databank,"Data Family","Data Source","Units of Measure","First Observation",Frequency,"Name of Series",1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
NGRPA16,NGRPA12,REL,"National accounts","National Bureau of Statistics","millions of naira",1981,A,"3.4 Information and communication",263409.45,281235.38,278786.5,253756.74,202382.95,202891.59,204924.6,206974.83,210156.89,214360.46,217683.2,229286.43,245077.08,255672.09,271824.96,291524.87,320193.4,363181.39,414810.81,455906.8,814982.89,946490.71,1075802.32,1450393.52,1765773.72,2213220.47,2800414.19,3575143.02,4596652.8,5955059.67,6083046.66,6268513.42,6783070.36,7257062.04,7708113.83,7858698.29,7776896.97,8527659.33,9309924.85,10537144.83,11227068.75,12323041.87,13297990.32
