Mnemonic,"Parent Mnemonic",Databank,"Data Family","Data Source","Units of Measure","First Observation",Frequency,"Name of Series",Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24
NGTRS4,NGTRS0,EXT,"Money and Credit Statistics","Central Bank of Nigeria","mill. of US dollars","January 2008",M,"Total trade",10647.92,10858.37,11221.72,12258.66,14590.78,14456.3,14614.13,12602.66,11549.67,9521.73,7840.81,6077.81,6120.81,5766.59,6902.18,6583.29,7682.1,7867.66,8722.26,9108.85,7774.5,9189.37,9248.38,10319.19,10848.09,10551.06,12051.03,11524.15,10274.2,10965.56,10974.06,10479.38,13098.01,11496.72,11044.34,12047.14,13918.06,12010.94,13754.51,15790.59,13357.75,14872.42,15629.62,16555.49,13539.77,14371.91,15507.46,12645.8,12841.52,14617.88,17318.66,16239.12,13423.92,12146.14,12063.23,13621.43,10472.37,11849.43,11737.72,13092.8,12802.47,11774.5,12460.42,16104.5,15761.15,12464.72,12633.63,13435.7,13210.67,12322.14,13014.49,12333.69,12598.48,12439.39,12836.07,15165.84,12501.64,12821.63,12592.83,12118.52,12448.71,11340.23,13142.05,9635.59,9777.73,8829.13,9941.77,9853.83,8673.77,8674.45,8623.95,8935,7482.3,7448.86,7967.27,7139.41,5758.87,5286.35,5832.53,7711.14,6487.24,7078.85,5192.61,5936.93,5414.8,6103.65,6307.81,5834.19,6102.25,6149.89,6072.89,6866.11,6675.05,6755.6,6898.63,7072.32,7279.34,6594.46,7567.61,7174.96,8782.16,7911.23,8629.46,8310.48,8598.97,7920.14,8953.12,11199.52,9473.3,9798.31,8446.08,7197.2,11967.65,8467.67,10370.88,11608.07,11533.43,9880.36,10762.38,10459.27,12370.31,13668.64,9893.16,10732.91,11233.68,9487.42,7981.53,5027.94,5864.45,6868.98,7820.96,7497.49,7025.88,7422.54,9141.92,7888.84,5841.15,6684.06,8166.6,7667.6,7748.97,9460.01,8738.96,8551.24,9079.28,10276.13,11788.22,8928.82,10493.3,10144.41,15695.16,9992.78,11573.08,12760.92,11282.02,10012.83,8599.52,10036.33,9339.82,8309.06,10264.19,8664.28,10332.26,8438.29,10172.83,7616.69,7956.22,9328.01,8788.56,16541.82,9016.08,7793.69,8322.13,8010.8,7699.45
