Date,Price,Open,High,Low,Vol.,Change %
2004-05-28,132.5,132.5,132.5,132.5,,-0.71%
2004-05-31,133.4,133.4,133.4,133.4,,0.68%
2004-06-01,133.45,133.45,133.45,133.45,,0.04%
2004-06-02,132.5,132.5,132.5,132.5,,-0.71%
2004-06-03,132.5,132.5,132.5,132.5,,0.00%
2004-06-04,132.875,132.875,132.875,132.875,,0.28%
2004-06-07,132.5,132.5,132.5,132.5,,-0.28%
2004-06-08,132.5,132.5,132.5,132.5,,0.00%
2004-06-09,133.2,133.2,133.2,133.2,,0.53%
2004-06-10,132.5,132.5,132.5,132.5,,-0.53%
2004-06-11,133.2,133.2,133.2,133.2,,0.53%
2004-06-14,132.5,132.5,132.5,132.5,,-0.53%
2004-06-15,132.5,132.5,132.5,132.5,,0.00%
2004-06-16,133.3,133.3,133.3,133.3,,0.60%
2004-06-17,132.5,132.5,132.5,132.5,,-0.60%
2004-06-18,132.5,132.5,132.5,132.5,,0.00%
2004-06-21,132.5,132.5,132.5,132.5,,0.00%
2004-06-22,132.5,132.5,132.5,132.5,,0.00%
2004-06-23,133.375,133.375,133.375,133.375,,0.66%
2004-06-24,132.5,132.5,132.5,132.5,,-0.66%
2004-06-25,133.4,133.4,133.4,133.4,,0.68%
2004-06-28,133.0,133.0,133.0,133.0,,-0.30%
2004-06-29,133.0,133.0,133.0,133.0,,0.00%
2004-06-30,132.75,132.75,132.75,132.75,,-0.19%
2004-07-01,133.0,133.0,133.0,133.0,,0.19%
2004-07-02,133.3,133.3,133.3,133.3,,0.23%
2004-07-05,133.45,133.45,133.45,133.45,,0.11%
2004-07-06,134.75,134.75,134.75,134.75,,0.97%
2004-07-07,135.95,135.95,135.95,135.95,,0.89%
2004-07-08,135.75,135.75,135.75,135.75,,-0.15%
2004-07-09,134.55,134.55,134.55,134.55,,-0.88%
2004-07-12,134.25,134.25,134.25,134.25,,-0.22%
2004-07-13,134.25,134.25,134.25,134.25,,0.00%
2004-07-14,134.25,134.25,134.25,134.25,,0.00%
2004-07-15,134.25,134.25,134.25,134.25,,0.00%
2004-07-16,134.0,134.0,134.0,134.0,,-0.19%
2004-07-19,133.625,133.625,133.625,133.625,,-0.28%
2004-07-20,133.625,133.625,133.625,133.625,,0.00%
2004-07-21,132.625,132.625,132.625,132.625,,-0.75%
2004-07-22,133.35,133.35,133.35,133.35,,0.55%
2004-07-23,132.75,132.75,132.75,132.75,,-0.45%
2004-07-26,133.4,133.4,133.4,133.4,,0.49%
2004-07-27,132.5,132.5,132.5,132.5,,-0.67%
2004-07-28,132.5,132.5,132.5,132.5,,0.00%
2004-07-29,132.5,132.5,132.5,132.5,,0.00%
2004-07-30,132.5,132.5,132.5,132.5,,0.00%
2004-08-02,132.5,132.5,132.5,132.5,,0.00%
2004-08-03,132.5,132.5,132.5,132.5,,0.00%
2004-08-04,133.35,133.35,133.35,133.35,,0.64%
2004-08-05,132.25,132.25,132.25,132.25,,-0.82%
2004-08-06,132.25,132.25,132.25,132.25,,0.00%
2004-08-09,132.25,132.25,132.25,132.25,,0.00%
2004-08-10,132.375,132.375,132.375,132.375,,0.09%
2004-08-11,132.375,132.375,132.375,132.375,,0.00%
2004-08-12,132.375,132.375,132.375,132.375,,0.00%
2004-08-13,131.875,131.875,131.875,131.875,,-0.38%
2004-08-16,132.375,132.375,132.375,132.375,,0.38%
2004-08-17,132.75,132.75,132.75,132.75,,0.28%
2004-08-18,132.8,132.8,132.8,132.8,,0.04%
2004-08-19,131.75,131.75,131.75,131.75,,-0.79%
2004-08-20,132.25,132.25,132.25,132.25,,0.38%
2004-08-23,132.25,132.25,132.25,132.25,,0.00%
2004-08-24,132.85,132.85,132.85,132.85,,0.45%
2004-08-25,133.05,133.05,133.05,133.05,,0.15%
2004-08-26,131.75,131.75,131.75,131.75,,-0.98%
2004-08-27,132.25,132.25,132.25,132.25,,0.38%
2004-08-30,133.2,133.2,133.2,133.2,,0.72%
2004-08-31,132.25,132.25,132.25,132.25,,-0.71%
2004-09-01,132.5,132.5,132.5,132.5,,0.19%
2004-09-02,131.75,131.75,131.75,131.75,,-0.57%
2004-09-03,132.25,132.25,132.25,132.25,,0.38%
2004-09-06,133.65,133.65,133.65,133.65,,1.06%
2004-09-07,133.0,133.0,133.0,133.0,,-0.49%
2004-09-08,133.25,133.25,133.25,133.25,,0.19%
2004-09-09,133.0,133.0,133.0,133.0,,-0.19%
2004-09-10,133.0,133.0,133.0,133.0,,0.00%
2004-09-13,132.5,132.5,132.5,132.5,,-0.38%
2004-09-14,133.0,133.0,133.0,133.0,,0.38%
2004-09-15,132.95,132.95,132.95,132.95,,-0.04%
2004-09-16,132.5,132.5,132.5,132.5,,-0.34%
2004-09-17,132.5,132.5,132.5,132.5,,0.00%
2004-09-20,132.5,132.5,132.5,132.5,,0.00%
2004-09-21,133.95,133.95,133.95,133.95,,1.09%
2004-09-22,132.0,132.0,132.0,132.0,,-1.46%
2004-09-23,134.0,134.0,134.0,134.0,,1.52%
2004-09-24,133.25,133.25,133.25,133.25,,-0.56%
2004-09-27,133.1,133.1,133.1,133.1,,-0.11%
2004-09-28,132.75,132.75,132.75,132.75,,-0.26%
2004-09-29,132.25,132.25,132.25,132.25,,-0.38%
2004-09-30,132.25,132.25,132.25,132.25,,0.00%
2004-10-01,132.25,132.25,132.25,132.25,,0.00%
2004-10-04,132.75,132.75,132.75,132.75,,0.38%
2004-10-05,134.25,134.25,134.25,134.25,,1.13%
2004-10-06,132.75,132.75,132.75,132.75,,-1.12%
2004-10-07,132.75,132.75,132.75,132.75,,0.00%
2004-10-08,132.25,132.25,132.25,132.25,,-0.38%
2004-10-11,133.7,133.7,133.7,133.7,,1.10%
2004-10-12,132.25,132.25,132.25,132.25,,-1.08%
2004-10-13,132.75,132.75,132.75,132.75,,0.38%
2004-10-14,132.25,132.25,132.25,132.25,,-0.38%
2004-10-15,132.25,132.25,132.25,132.25,,0.00%
2004-10-18,132.25,132.25,132.25,132.25,,0.00%
2004-10-19,132.75,132.75,132.75,132.75,,0.38%
2004-10-20,133.97,133.97,133.97,133.97,,0.92%
2004-10-21,132.75,132.75,132.75,132.75,,-0.91%
2004-10-22,132.75,132.75,132.75,132.75,,0.00%
2004-10-25,133.75,133.75,133.75,133.75,,0.75%
2004-10-26,132.75,132.75,132.75,132.75,,-0.75%
2004-10-27,133.98,133.98,133.98,133.98,,0.93%
2004-10-28,133.9,133.9,133.9,133.9,,-0.06%
2004-10-29,132.25,132.25,132.25,132.25,,-1.23%
2004-11-01,132.5,132.5,132.5,132.5,,0.19%
2004-11-02,133.95,133.95,133.95,133.95,,1.09%
2004-11-03,133.0,133.0,133.0,133.0,,-0.71%
2004-11-04,132.5,132.5,132.5,132.5,,-0.38%
2004-11-05,133.0,133.0,133.0,133.0,,0.38%
2004-11-08,133.0,133.0,133.0,133.0,,0.00%
2004-11-09,132.5,132.5,132.5,132.5,,-0.38%
2004-11-10,132.5,132.5,132.5,132.5,,0.00%
2004-11-11,132.95,132.95,132.95,132.95,,0.34%
2004-11-12,133.1,133.1,133.1,133.1,,0.11%
2004-11-15,133.0,133.0,133.0,133.0,,-0.08%
2004-11-16,132.5,132.5,132.5,132.5,,-0.38%
2004-11-17,132.5,132.5,132.5,132.5,,0.00%
2004-11-18,132.5,132.5,132.5,132.5,,0.00%
2004-11-19,132.25,132.25,132.25,132.25,,-0.19%
2004-11-22,133.5,133.5,133.5,133.5,,0.95%
2004-11-23,133.5,133.5,133.5,133.5,,0.00%
2004-11-24,132.85,132.85,132.85,132.85,,-0.49%
2004-11-25,132.9,132.9,132.9,132.9,,0.04%
2004-11-26,132.35,132.35,132.35,132.35,,-0.41%
2004-11-29,132.65,132.65,132.65,132.65,,0.23%
2004-11-30,132.55,132.55,132.55,132.55,,-0.08%
2004-12-01,132.5,132.5,132.5,132.5,,-0.04%
2004-12-02,132.55,132.55,132.55,132.55,,0.04%
2004-12-03,132.5,132.5,132.5,132.5,,-0.04%
2004-12-06,132.7,132.7,132.7,132.7,,0.15%
2004-12-07,131.7,131.7,131.7,131.7,,-0.75%
2004-12-08,131.6,131.6,131.6,131.6,,-0.08%
2004-12-09,132.0,132.0,132.0,132.0,,0.30%
2004-12-10,133.0,133.0,133.0,133.0,,0.76%
2004-12-13,132.5,132.5,132.5,132.5,,-0.38%
2004-12-14,132.0,132.0,132.0,132.0,,-0.38%
2004-12-15,131.75,131.75,131.75,131.75,,-0.19%
2004-12-16,132.25,132.25,132.25,132.25,,0.38%
2004-12-17,131.75,131.75,131.75,131.75,,-0.38%
2004-12-20,131.75,131.75,131.75,131.75,,0.00%
2004-12-21,131.875,131.875,131.875,131.875,,0.09%
2004-12-22,131.875,131.875,131.875,131.875,,0.00%
2004-12-23,131.875,131.875,131.875,131.875,,0.00%
2004-12-24,133.35,133.35,133.35,133.35,,1.12%
2004-12-27,133.35,133.35,133.35,133.35,,0.00%
2004-12-28,133.15,133.15,133.15,133.15,,-0.15%
2004-12-29,131.875,131.875,131.875,131.875,,-0.96%
2004-12-30,132.1,132.1,132.1,132.1,,0.17%
2004-12-31,132.0,132.0,132.0,132.0,,-0.08%
2005-01-03,132.1,132.1,132.1,132.1,,0.08%
2005-01-04,131.875,131.875,131.875,131.875,,-0.17%
2005-01-05,132.375,132.375,132.375,132.375,,0.38%
2005-01-06,131.875,131.875,131.875,131.875,,-0.38%
2005-01-07,132.375,132.375,132.375,132.375,,0.38%
2005-01-10,131.875,131.875,131.875,131.875,,-0.38%
2005-01-11,132.0,132.0,132.0,132.0,,0.09%
2005-01-12,131.85,131.85,131.85,131.85,,-0.11%
2005-01-13,131.875,131.875,131.875,131.875,,0.02%
2005-01-14,131.875,131.875,131.875,131.875,,0.00%
2005-01-17,131.875,131.875,131.875,131.875,,0.00%
2005-01-18,131.875,131.875,131.875,131.875,,0.00%
2005-01-19,132.57,132.57,132.57,132.57,,0.53%
2005-01-20,131.875,131.875,131.875,131.875,,-0.52%
2005-01-21,132.0,132.0,132.0,132.0,,0.09%
2005-01-24,131.75,131.75,131.75,131.75,,-0.19%
2005-01-25,132.6,132.6,132.6,132.6,,0.65%
2005-01-26,132.7,132.7,132.7,132.7,,0.08%
2005-01-27,131.75,131.75,131.75,131.75,,-0.72%
2005-01-28,132.0,132.0,132.0,132.0,,0.19%
2005-01-31,132.25,132.25,132.25,132.25,,0.19%
2005-02-01,132.75,132.75,132.75,132.75,,0.38%
2005-02-02,132.35,132.35,132.35,132.35,,-0.30%
2005-02-03,132.4,132.4,132.4,132.4,,0.04%
2005-02-04,132.5,132.5,132.5,132.5,,0.08%
2005-02-07,133.0,133.0,133.0,133.0,,0.38%
2005-02-08,132.5,132.5,132.5,132.5,,-0.38%
2005-02-09,132.85,132.85,132.85,132.85,,0.26%
2005-02-10,132.5,132.5,132.5,132.5,,-0.26%
2005-02-11,132.5,132.5,132.5,132.5,,0.00%
2005-02-14,131.5,131.5,131.5,131.5,,-0.75%
2005-02-15,131.5,131.5,131.5,131.5,,0.00%
2005-02-16,132.85,132.85,132.85,132.85,,1.03%
2005-02-17,132.9,132.9,132.9,132.9,,0.04%
2005-02-18,131.75,131.75,131.75,131.75,,-0.87%
2005-02-21,133.0,133.0,133.0,133.0,,0.95%
2005-02-22,133.1,133.1,133.1,133.1,,0.08%
2005-02-23,133.5,133.5,133.5,133.5,,0.30%
2005-02-24,132.0,132.0,132.0,132.0,,-1.12%
2005-02-25,131.5,131.5,131.5,131.5,,-0.38%
2005-02-28,131.75,131.75,131.75,131.75,,0.19%
2005-03-01,131.75,131.75,131.75,131.75,,0.00%
2005-03-02,131.5,131.5,131.5,131.5,,-0.19%
2005-03-03,132.9,132.9,132.9,132.9,,1.06%
2005-03-04,131.625,131.625,131.625,131.625,,-0.96%
2005-03-07,132.125,132.125,132.125,132.125,,0.38%
2005-03-08,131.75,131.75,131.75,131.75,,-0.28%
2005-03-09,132.05,132.05,132.05,132.05,,0.23%
2005-03-10,132.0,132.0,132.0,132.0,,-0.04%
2005-03-11,133.27,133.27,133.27,133.27,,0.96%
2005-03-14,132.0,132.0,132.0,132.0,,-0.95%
2005-03-15,133.3,133.3,133.3,133.3,,0.98%
2005-03-16,131.875,131.875,131.875,131.875,,-1.07%
2005-03-17,131.875,131.875,131.875,131.875,,0.00%
2005-03-18,131.875,131.875,131.875,131.875,,0.00%
2005-03-21,131.875,131.875,131.875,131.875,,0.00%
2005-03-22,132.0,132.0,132.0,132.0,,0.09%
2005-03-23,131.875,131.875,131.875,131.875,,-0.09%
2005-03-24,132.1,132.1,132.1,132.1,,0.17%
2005-03-25,132.1,132.1,132.1,132.1,,0.00%
2005-03-28,132.1,132.1,132.1,132.1,,0.00%
2005-03-29,133.25,133.25,133.25,133.25,,0.87%
2005-03-30,131.625,131.625,131.625,131.625,,-1.22%
2005-03-31,131.65,131.65,131.65,131.65,,0.02%
2005-04-01,132.125,132.125,132.125,132.125,,0.36%
2005-04-04,131.675,131.675,131.675,131.675,,-0.34%
2005-04-05,131.75,131.75,131.75,131.75,,0.06%
2005-04-06,131.625,131.625,131.625,131.625,,-0.09%
2005-04-07,131.625,131.625,131.625,131.625,,0.00%
2005-04-08,131.625,131.625,131.625,131.625,,0.00%
2005-04-11,131.625,131.625,131.625,131.625,,0.00%
2005-04-12,132.0,132.0,132.0,132.0,,0.28%
2005-04-13,131.85,131.85,131.85,131.85,,-0.11%
2005-04-14,132.0,132.0,132.0,132.0,,0.11%
2005-04-15,131.875,131.875,131.875,131.875,,-0.09%
2005-04-18,132.0,132.0,132.0,132.0,,0.09%
2005-04-19,131.875,131.875,131.875,131.875,,-0.09%
2005-04-20,132.0,132.0,132.0,132.0,,0.09%
2005-04-21,131.375,131.375,131.375,131.375,,-0.47%
2005-04-22,131.875,131.875,131.875,131.875,,0.38%
2005-04-25,131.875,131.875,131.875,131.875,,0.00%
2005-04-26,131.875,131.875,131.875,131.875,,0.00%
2005-04-27,131.875,131.875,131.875,131.875,,0.00%
2005-04-28,133.25,133.25,133.25,133.25,,1.04%
2005-04-29,131.75,131.75,131.75,131.75,,-1.13%
2005-05-02,131.75,131.75,131.75,131.75,,0.00%
2005-05-03,131.75,131.75,131.75,131.75,,0.00%
2005-05-04,131.75,131.75,131.75,131.75,,0.00%
2005-05-05,131.875,131.875,131.875,131.875,,0.09%
2005-05-06,131.875,131.875,131.875,131.875,,0.00%
2005-05-09,131.875,131.875,131.875,131.875,,0.00%
2005-05-10,132.9,132.9,132.9,132.9,,0.78%
2005-05-11,132.95,132.95,132.95,132.95,,0.04%
2005-05-12,133.0,133.0,133.0,133.0,,0.04%
2005-05-13,131.875,131.875,131.875,131.875,,-0.85%
2005-05-16,132.0,132.0,132.0,132.0,,0.09%
2005-05-17,132.0,132.0,132.0,132.0,,0.00%
2005-05-18,131.875,131.875,131.875,131.875,,-0.09%
2005-05-19,133.0,133.0,133.0,133.0,,0.85%
2005-05-20,133.55,133.55,133.55,133.55,,0.41%
2005-05-23,132.9,132.9,132.9,132.9,,-0.49%
2005-05-24,132.075,132.075,132.075,132.075,,-0.62%
2005-05-25,132.075,132.075,132.075,132.075,,0.00%
2005-05-26,131.85,131.85,131.85,131.85,,-0.17%
2005-05-27,131.85,131.85,131.85,131.85,,0.00%
2005-05-30,132.75,132.75,132.75,132.75,,0.68%
2005-05-31,131.85,131.85,131.85,131.85,,-0.68%
2005-06-01,131.725,131.725,131.725,131.725,,-0.09%
2005-06-02,131.85,131.85,131.85,131.85,,0.09%
2005-06-03,131.725,131.725,131.725,131.725,,-0.09%
2005-06-06,133.55,133.55,133.55,133.55,,1.39%
2005-06-07,131.85,131.85,131.85,131.85,,-1.27%
2005-06-08,132.0,132.0,132.0,132.0,,0.11%
2005-06-09,132.0,132.0,132.0,132.0,,0.00%
2005-06-10,132.25,132.25,132.25,132.25,,0.19%
2005-06-13,132.125,132.125,132.125,132.125,,-0.09%
2005-06-14,134.55,134.55,134.55,134.55,,1.84%
2005-06-15,133.75,133.75,133.75,133.75,,-0.59%
2005-06-16,132.375,132.375,132.375,132.375,,-1.03%
2005-06-17,134.5,134.5,134.5,134.5,,1.61%
2005-06-20,132.625,132.625,132.625,132.625,,-1.39%
2005-06-21,132.75,132.75,132.75,132.75,,0.09%
2005-06-22,133.5,133.5,133.5,133.5,,0.56%
2005-06-23,133.7,133.7,133.7,133.7,,0.15%
2005-06-24,133.25,133.25,133.25,133.25,,-0.34%
2005-06-27,133.125,133.125,133.125,133.125,,-0.09%
2005-06-28,133.25,133.25,133.25,133.25,,0.09%
2005-06-29,133.125,133.125,133.125,133.125,,-0.09%
2005-06-30,133.1,133.1,133.1,133.1,,-0.02%
2005-07-01,133.3,133.3,133.3,133.3,,0.15%
2005-07-04,134.95,134.95,134.95,134.95,,1.24%
2005-07-05,133.3,133.3,133.3,133.3,,-1.22%
2005-07-06,133.175,133.175,133.175,133.175,,-0.09%
2005-07-07,134.15,134.15,134.15,134.15,,0.73%
2005-07-08,133.625,133.625,133.625,133.625,,-0.39%
2005-07-11,133.5,133.5,133.5,133.5,,-0.09%
2005-07-12,133.5,133.5,133.5,133.5,,0.00%
2005-07-13,133.25,133.25,133.25,133.25,,-0.19%
2005-07-14,133.625,133.625,133.625,133.625,,0.28%
2005-07-15,133.625,133.625,133.625,133.625,,0.00%
2005-07-18,133.75,133.75,133.75,133.75,,0.09%
2005-07-19,134.125,134.125,134.125,134.125,,0.28%
2005-07-20,134.375,134.375,134.375,134.375,,0.19%
2005-07-21,134.625,134.625,134.625,134.625,,0.19%
2005-07-22,134.0,134.0,134.0,134.0,,-0.46%
2005-07-25,134.125,134.125,134.125,134.125,,0.09%
2005-07-26,133.875,133.875,133.875,133.875,,-0.19%
2005-07-27,133.75,133.75,133.75,133.75,,-0.09%
2005-07-28,133.75,133.75,133.75,133.75,,0.00%
2005-07-29,136.5,136.5,136.5,136.5,,2.06%
2005-08-01,136.5,136.5,136.5,136.5,,0.00%
2005-08-02,137.25,137.25,137.25,137.25,,0.55%
2005-08-03,137.3,137.3,137.3,137.3,,0.04%
2005-08-04,136.5,136.5,136.5,136.5,,-0.58%
2005-08-05,136.5,136.5,136.5,136.5,,0.00%
2005-08-08,136.5,136.5,136.5,136.5,,0.00%
2005-08-09,137.2,137.2,137.2,137.2,,0.51%
2005-08-10,137.0,137.0,137.0,137.0,,-0.15%
2005-08-11,137.0,137.0,137.0,137.0,,0.00%
2005-08-12,136.75,136.75,136.75,136.75,,-0.18%
2005-08-15,136.5,136.5,136.5,136.5,,-0.18%
2005-08-16,136.5,136.5,136.5,136.5,,0.00%
2005-08-17,137.05,137.05,137.05,137.05,,0.40%
2005-08-18,137.3,137.3,137.3,137.3,,0.18%
2005-08-19,137.0,137.0,137.0,137.0,,-0.22%
2005-08-22,137.375,137.375,137.375,137.375,,0.27%
2005-08-23,133.95,133.95,133.95,133.95,,-2.49%
2005-08-24,132.75,132.75,132.75,132.75,,-0.90%
2005-08-25,132.0,132.0,132.0,132.0,,-0.56%
2005-08-26,132.05,132.05,132.05,132.05,,0.04%
2005-08-29,131.8,131.8,131.8,131.8,,-0.19%
2005-08-30,132.0,132.0,132.0,132.0,,0.15%
2005-08-31,131.75,131.75,131.75,131.75,,-0.19%
2005-09-01,131.75,131.75,131.75,131.75,,0.00%
2005-09-02,133.75,133.75,133.75,133.75,,1.52%
2005-09-05,133.0,133.0,133.0,133.0,,-0.56%
2005-09-06,131.05,131.05,131.05,131.05,,-1.47%
2005-09-07,132.5,132.5,132.5,132.5,,1.11%
2005-09-08,131.5,131.5,131.5,131.5,,-0.75%
2005-09-09,131.5,131.5,131.5,131.5,,0.00%
2005-09-12,131.5,131.5,131.5,131.5,,0.00%
2005-09-13,131.05,131.05,131.05,131.05,,-0.34%
2005-09-14,131.5,131.5,131.5,131.5,,0.34%
2005-09-15,131.0,131.0,131.0,131.0,,-0.38%
2005-09-16,131.8,131.8,131.8,131.8,,0.61%
2005-09-19,131.875,131.875,131.875,131.875,,0.06%
2005-09-20,130.5,130.5,130.5,130.5,,-1.04%
2005-09-21,130.75,130.75,130.75,130.75,,0.19%
2005-09-22,132.0,132.0,132.0,132.0,,0.96%
2005-09-23,132.3,132.3,132.3,132.3,,0.23%
2005-09-26,131.925,131.925,131.925,131.925,,-0.28%
2005-09-27,130.5,130.5,130.5,130.5,,-1.08%
2005-09-28,130.95,130.95,130.95,130.95,,0.34%
2005-09-29,130.0,130.0,130.0,130.0,,-0.73%
2005-09-30,130.0,130.0,130.0,130.0,,0.00%
2005-10-03,130.0,130.0,130.0,130.0,,0.00%
2005-10-04,129.75,129.75,129.75,129.75,,-0.19%
2005-10-05,130.0,130.0,130.0,130.0,,0.19%
2005-10-06,129.75,129.75,129.75,129.75,,-0.19%
2005-10-07,129.75,129.75,129.75,129.75,,0.00%
2005-10-10,130.0,130.0,130.0,130.0,,0.19%
2005-10-11,129.875,129.875,129.875,129.875,,-0.10%
2005-10-12,130.0,130.0,130.0,130.0,,0.10%
2005-10-13,130.0,130.0,130.0,130.0,,0.00%
2005-10-14,130.0,130.0,130.0,130.0,,0.00%
2005-10-17,130.0,130.0,130.0,130.0,,0.00%
2005-10-18,130.0,130.0,130.0,130.0,,0.00%
2005-10-19,130.85,130.85,130.85,130.85,,0.65%
2005-10-20,130.85,130.85,130.85,130.85,,0.00%
2005-10-21,130.875,130.875,130.875,130.875,,0.02%
2005-10-24,130.5,130.5,130.5,130.5,,-0.29%
2005-10-25,130.625,130.625,130.625,130.625,,0.10%
2005-10-26,131.2,131.2,131.2,131.2,,0.44%
2005-10-27,131.0,131.0,131.0,131.0,,-0.15%
2005-10-28,130.375,130.375,130.375,130.375,,-0.48%
2005-10-31,130.25,130.25,130.25,130.25,,-0.10%
2005-11-01,131.0,131.0,131.0,131.0,,0.58%
2005-11-02,130.5,130.5,130.5,130.5,,-0.38%
2005-11-03,130.8,130.8,130.8,130.8,,0.23%
2005-11-04,131.0,131.0,131.0,131.0,,0.15%
2005-11-07,130.0,130.0,130.0,130.0,,-0.76%
2005-11-08,129.5,129.5,129.5,129.5,,-0.38%
2005-11-09,130.1,130.1,130.1,130.1,,0.46%
2005-11-10,131.0,131.0,131.0,131.0,,0.69%
2005-11-11,130.25,130.25,130.25,130.25,,-0.57%
2005-11-14,130.85,130.85,130.85,130.85,,0.46%
2005-11-15,130.275,130.275,130.275,130.275,,-0.44%
2005-11-16,131.025,131.025,131.025,131.025,,0.58%
2005-11-17,130.875,130.875,130.875,130.875,,-0.11%
2005-11-18,130.725,130.725,130.725,130.725,,-0.11%
2005-11-21,130.375,130.375,130.375,130.375,,-0.27%
2005-11-22,130.625,130.625,130.625,130.625,,0.19%
2005-11-23,130.375,130.375,130.375,130.375,,-0.19%
2005-11-24,130.3,130.3,130.3,130.3,,-0.06%
2005-11-25,130.375,130.375,130.375,130.375,,0.06%
2005-11-28,129.5,129.5,129.5,129.5,,-0.67%
2005-11-29,130.25,130.25,130.25,130.25,,0.58%
2005-11-30,129.75,129.75,129.75,129.75,,-0.38%
2005-12-01,130.15,130.15,130.15,130.15,,0.31%
2005-12-02,129.9,129.9,129.9,129.9,,-0.19%
2005-12-05,129.5,129.5,129.5,129.5,,-0.31%
2005-12-06,129.15,129.15,129.15,129.15,,-0.27%
2005-12-07,129.15,129.15,129.15,129.15,,0.00%
2005-12-08,129.5,129.5,129.5,129.5,,0.27%
2005-12-09,129.95,129.95,129.95,129.95,,0.35%
2005-12-12,129.85,129.85,129.85,129.85,,-0.08%
2005-12-13,129.65,129.65,129.65,129.65,,-0.15%
2005-12-14,128.875,128.875,128.875,128.875,,-0.60%
2005-12-15,128.75,128.75,128.75,128.75,,-0.10%
2005-12-16,129.25,129.25,129.25,129.25,,0.39%
2005-12-19,129.25,129.25,129.25,129.25,,0.00%
2005-12-20,129.25,129.25,129.25,129.25,,0.00%
2005-12-21,129.5,129.5,129.5,129.5,,0.19%
2005-12-22,129.5,129.5,129.5,129.5,,0.00%
2005-12-23,129.5,129.5,129.5,129.5,,0.00%
2005-12-26,129.5,129.5,129.5,129.5,,0.00%
2005-12-27,129.5,129.5,129.5,129.5,,0.00%
2005-12-28,130.325,130.325,130.325,130.325,,0.64%
2005-12-29,129.5,129.5,129.5,129.5,,-0.63%
2005-12-30,130.375,130.375,130.375,130.375,,0.68%
2006-01-02,130.375,130.375,130.375,130.375,,0.00%
2006-01-03,129.5,129.5,129.5,129.5,,-0.67%
2006-01-04,129.5,129.5,129.5,129.5,,0.00%
2006-01-05,129.75,129.75,129.75,129.75,,0.19%
2006-01-06,129.75,129.75,129.75,129.75,,0.00%
2006-01-09,128.5,128.5,128.5,128.5,,-0.96%
2006-01-10,129.5,129.5,129.5,129.5,,0.78%
2006-01-11,129.6,129.6,129.6,129.6,,0.08%
2006-01-12,129.0,129.0,129.0,129.0,,-0.46%
2006-01-13,129.0,129.0,129.0,129.0,,0.00%
2006-01-16,129.0,129.0,129.0,129.0,,0.00%
2006-01-17,129.0,129.0,129.0,129.0,,0.00%
2006-01-18,129.0,129.0,129.0,129.0,,0.00%
2006-01-19,129.75,129.75,129.75,129.75,,0.58%
2006-01-20,129.75,129.75,129.75,129.75,,0.00%
2006-01-23,129.85,129.85,129.85,129.85,,0.08%
2006-01-24,129.25,129.25,129.25,129.25,,-0.46%
2006-01-25,129.5,129.5,129.5,129.5,,0.19%
2006-01-26,129.375,129.375,129.375,129.375,,-0.10%
2006-01-27,129.55,129.55,129.55,129.55,,0.14%
2006-01-30,129.375,129.375,129.375,129.375,,-0.14%
2006-01-31,129.25,129.25,129.25,129.25,,-0.10%
2006-02-01,128.5,128.5,128.5,128.5,,-0.58%
2006-02-02,128.475,128.475,128.475,128.475,,-0.02%
2006-02-03,128.5,128.5,128.5,128.5,,0.02%
2006-02-06,129.0,129.0,129.0,129.0,,0.39%
2006-02-07,129.5,129.5,129.5,129.5,,0.39%
2006-02-08,129.5,129.5,129.5,129.5,,0.00%
2006-02-09,129.5,129.5,129.5,129.5,,0.00%
2006-02-10,129.75,129.75,129.75,129.75,,0.19%
2006-02-13,129.5,129.5,129.5,129.5,,-0.19%
2006-02-14,129.5,129.5,129.5,129.5,,0.00%
2006-02-15,129.5,129.5,129.5,129.5,,0.00%
2006-02-16,129.175,129.175,129.175,129.175,,-0.25%
2006-02-17,128.75,128.75,128.75,128.75,,-0.33%
2006-02-20,128.5,128.5,128.5,128.5,,-0.19%
2006-02-21,128.175,128.175,128.175,128.175,,-0.25%
2006-02-22,128.575,128.575,128.575,128.575,,0.31%
2006-02-23,128.625,128.625,128.625,128.625,,0.04%
2006-02-24,128.2,128.2,128.2,128.2,,-0.33%
2006-02-27,128.0,128.0,128.0,128.0,,-0.16%
2006-02-28,128.25,128.25,128.25,128.25,,0.20%
2006-03-01,128.25,128.25,128.25,128.25,,0.00%
2006-03-02,128.0,128.0,128.0,128.0,,-0.19%
2006-03-03,128.5,128.5,128.5,128.5,,0.39%
2006-03-06,128.825,128.825,128.825,128.825,,0.25%
2006-03-07,128.5,128.5,128.5,128.5,,-0.25%
2006-03-08,127.75,127.75,127.75,127.75,,-0.58%
2006-03-09,128.7,128.7,128.7,128.7,,0.74%
2006-03-10,128.1,128.1,128.1,128.1,,-0.47%
2006-03-13,128.05,128.05,128.05,128.05,,-0.04%
2006-03-14,128.525,128.525,128.525,128.525,,0.37%
2006-03-15,127.9,127.9,127.9,127.9,,-0.49%
2006-03-16,127.75,127.75,127.75,127.75,,-0.12%
2006-03-17,128.0,128.0,128.0,128.0,,0.20%
2006-03-20,128.0,128.0,128.0,128.0,,0.00%
2006-03-21,127.85,127.85,127.85,127.85,,-0.12%
2006-03-22,127.875,127.875,127.875,127.875,,0.02%
2006-03-23,128.2,128.2,128.2,128.2,,0.25%
