Date,Price,Open,High,Low,Vol.,Change %
2011-05-10,156.25,156.25,156.25,156.25,,0.27%
2011-05-11,157.225,157.225,157.225,157.225,,0.62%
2011-05-12,156.75,156.75,156.75,156.75,,-0.30%
2011-05-13,155.75,155.75,155.75,155.75,,-0.64%
2011-05-16,155.6,155.6,155.6,155.6,,-0.10%
2011-05-17,155.875,155.875,155.875,155.875,,0.18%
2011-05-18,156.62,156.62,156.62,156.62,,0.48%
2011-05-19,156.65,156.65,156.65,156.65,,0.02%
2011-05-20,156.65,156.65,156.65,156.65,,0.00%
2011-05-23,156.63,156.63,156.63,156.63,,-0.01%
2011-05-24,156.95,156.95,156.95,156.95,,0.20%
2011-05-25,157.65,157.65,157.65,157.65,,0.45%
2011-05-26,156.825,156.825,156.825,156.825,,-0.52%
2011-05-27,156.65,156.65,156.65,156.65,,-0.11%
2011-05-30,156.65,156.65,156.65,156.65,,0.00%
2011-05-31,156.35,156.35,156.35,156.35,,-0.19%
2011-06-01,156.275,156.275,156.275,156.275,,-0.05%
2011-06-02,155.65,155.65,155.65,155.65,,-0.40%
2011-06-03,155.225,155.225,155.225,155.225,,-0.27%
2011-06-06,155.25,155.25,155.25,155.25,,0.02%
2011-06-07,155.35,155.35,155.35,155.35,,0.06%
2011-06-08,155.15,155.15,155.15,155.15,,-0.13%
2011-06-09,154.85,154.85,154.85,154.85,,-0.19%
2011-06-10,155.525,155.525,155.525,155.525,,0.44%
2011-06-13,156.375,155.425,156.375,155.425,,0.55%
2011-06-14,156.825,156.375,157.125,156.125,,0.29%
2011-06-15,156.85,156.73,156.85,155.57,,0.02%
2011-06-16,156.7,156.85,156.85,156.7,,-0.10%
2011-06-17,156.65,156.8,156.8,156.5,,-0.03%
2011-06-20,156.725,156.725,156.725,156.525,,0.05%
2011-06-21,156.725,156.725,156.745,156.375,,0.00%
2011-06-22,156.53,156.37,156.67,156.3,,-0.12%
2011-06-23,156.75,156.73,157.0,156.7,,0.14%
2011-06-24,155.9,156.8,156.8,155.45,,-0.54%
2011-06-27,154.4,156.1,156.15,152.75,,-0.96%
2011-06-28,154.25,154.42,154.55,154.15,,-0.10%
2011-06-29,153.75,154.25,154.75,152.07,,-0.32%
2011-06-30,152.5,153.55,153.65,151.55,,-0.81%
2011-07-01,151.1,152.5,152.5,150.0,,-0.92%
2011-07-04,152.8,151.15,153.2,150.9,,1.13%
2011-07-05,152.65,152.9,153.0,151.65,,-0.10%
2011-07-06,152.55,152.55,154.15,151.97,,-0.07%
2011-07-07,153.3,152.5,153.5,152.5,,0.49%
2011-07-08,152.47,153.25,153.45,152.25,,-0.54%
2011-07-11,153.25,152.45,153.25,151.9,,0.51%
2011-07-12,151.75,152.05,153.45,151.7,,-0.98%
2011-07-13,152.35,151.75,152.75,151.75,,0.40%
2011-07-14,152.25,152.49,153.4,152.0,,-0.07%
2011-07-15,152.35,152.35,152.35,151.55,,0.07%
2011-07-18,152.16,152.35,152.55,151.85,,-0.12%
2011-07-19,152.3,152.4,152.55,152.05,,0.09%
2011-07-20,152.12,152.1,152.55,151.9,,-0.12%
2011-07-21,152.4,152.37,152.4,152.15,,0.18%
2011-07-22,152.25,152.4,152.5,152.25,,-0.10%
2011-07-25,152.25,152.5,152.5,152.23,,0.00%
2011-07-26,152.25,152.45,152.77,152.07,,0.00%
2011-07-27,152.9,152.3,152.9,152.3,,0.43%
2011-07-28,153.25,152.45,153.45,151.75,,0.23%
2011-07-29,152.9,153.26,153.58,152.4,,-0.23%
2011-08-01,152.55,153.0,153.0,152.25,,-0.23%
2011-08-02,152.625,152.325,152.625,152.325,,0.05%
2011-08-03,152.54,152.25,152.55,152.25,,-0.06%
2011-08-04,152.44,152.25,152.55,152.25,,-0.07%
2011-08-05,153.425,152.325,153.425,152.325,,0.65%
2011-08-08,152.25,152.25,153.35,152.25,,-0.77%
2011-08-09,152.25,152.25,153.75,152.25,,0.00%
2011-08-10,152.99,152.25,153.85,152.25,,0.49%
2011-08-11,154.05,152.25,154.15,152.25,,0.69%
2011-08-12,153.6,152.25,154.15,152.25,,-0.29%
2011-08-15,153.85,152.25,153.89,152.25,,0.16%
2011-08-16,153.79,152.25,153.85,152.25,,-0.04%
2011-08-17,153.875,153.565,153.975,153.525,,0.06%
2011-08-18,153.625,153.675,153.975,153.475,,-0.16%
2011-08-19,153.75,153.8,153.94,153.55,,0.08%
2011-08-22,155.95,153.74,155.95,152.4,,1.43%
2011-08-23,155.575,155.225,156.025,153.475,,-0.24%
2011-08-24,151.19,155.8,156.75,150.95,,-2.82%
2011-08-25,154.93,154.25,155.75,150.85,,2.47%
2011-08-26,154.75,155.05,155.05,154.65,,-0.12%
2011-08-29,154.83,154.85,154.95,154.35,,0.05%
2011-08-30,154.85,154.88,154.89,154.7,,0.01%
2011-08-31,154.825,154.895,154.975,154.725,,-0.02%
2011-09-01,154.65,154.85,155.05,154.65,,-0.11%
2011-09-02,154.755,154.725,154.975,154.525,,0.07%
2011-09-05,155.66,154.45,155.7,154.45,,0.58%
2011-09-06,155.625,154.675,155.825,154.675,,-0.02%
2011-09-07,156.15,154.8,156.55,154.8,,0.34%
2011-09-08,155.625,154.675,156.525,154.675,,-0.34%
2011-09-09,154.75,154.7,156.21,152.45,,-0.56%
2011-09-12,154.75,155.15,155.55,154.7,,0.00%
2011-09-13,155.4,154.75,155.65,154.75,,0.42%
2011-09-14,156.25,154.8,156.4,154.8,,0.55%
2011-09-15,156.35,156.35,157.45,154.85,,0.06%
2011-09-16,156.225,156.225,156.375,154.725,,-0.08%
2011-09-19,156.805,156.275,156.835,154.725,,0.37%
2011-09-20,157.25,156.35,157.43,154.85,,0.28%
2011-09-21,157.85,157.35,158.07,154.85,,0.38%
2011-09-22,157.87,157.87,157.87,156.15,,0.01%
2011-09-23,156.57,156.15,157.87,154.65,,-0.82%
2011-09-26,157.87,156.15,158.15,154.65,,0.83%
2011-09-27,158.15,156.35,158.35,156.35,,0.18%
2011-09-28,158.25,158.07,158.6,156.35,,0.06%
2011-09-29,159.26,156.15,159.85,156.15,,0.64%
2011-09-30,159.9,159.26,160.5,159.26,,0.40%
2011-10-03,159.95,160.1,160.15,159.8,,0.03%
2011-10-04,159.05,159.9,159.9,157.55,,-0.56%
2011-10-05,161.625,159.125,162.125,156.425,,1.62%
2011-10-06,164.15,161.65,165.1,160.15,,1.56%
2011-10-07,160.15,164.15,164.9,159.95,,-2.44%
2011-10-10,164.25,160.15,167.8,159.85,,2.56%
2011-10-11,158.9,162.05,162.05,156.5,,-3.26%
2011-10-12,157.125,156.225,158.925,153.925,,-1.12%
2011-10-13,160.325,156.225,160.725,156.225,,2.04%
2011-10-14,160.5,160.35,165.05,160.35,,0.11%
2011-10-17,162.95,158.65,165.15,158.65,,1.53%
2011-10-18,159.25,162.25,163.1,159.25,,-2.27%
2011-10-19,157.25,162.15,162.15,157.15,,-1.26%
2011-10-20,156.0,159.55,160.0,156.0,,-0.79%
2011-10-21,158.95,159.45,159.45,154.5,,1.89%
2011-10-24,162.05,159.45,164.95,158.8,,1.95%
2011-10-25,155.7,159.5,162.1,155.3,,-3.92%
2011-10-26,159.35,156.9,159.9,155.65,,2.34%
2011-10-27,160.8,159.55,160.8,159.45,,0.91%
2011-10-28,159.65,160.05,160.7,156.2,,-0.72%
2011-10-31,159.25,160.05,160.25,156.15,,-0.25%
2011-11-01,159.75,160.05,161.25,157.45,,0.31%
2011-11-02,157.55,160.05,160.05,157.25,,-1.38%
2011-11-03,156.5,158.05,158.05,155.25,,-0.67%
2011-11-04,157.35,158.25,158.25,156.7,,0.54%
2011-11-07,157.25,158.25,158.25,157.25,,-0.06%
2011-11-08,157.65,158.25,158.25,157.15,,0.25%
2011-11-09,158.25,157.6,158.9,157.27,,0.38%
2011-11-10,158.65,159.0,159.0,158.03,,0.25%
2011-11-11,158.55,158.9,158.9,158.25,,-0.06%
2011-11-14,158.8,159.1,160.15,157.45,,0.16%
2011-11-15,159.2,158.9,159.65,157.35,,0.25%
2011-11-16,159.2,158.9,159.2,157.35,,0.00%
2011-11-17,158.6,158.9,159.2,158.4,,-0.38%
2011-11-18,158.55,158.9,158.9,158.55,,-0.03%
2011-11-21,158.8,159.15,160.12,158.65,,0.16%
2011-11-22,159.29,159.0,159.6,158.75,,0.31%
2011-11-23,159.75,158.9,159.75,158.83,,0.29%
2011-11-24,159.5,158.9,159.75,158.83,,-0.16%
2011-11-25,159.55,159.5,159.95,159.2,,0.03%
2011-11-28,160.15,159.6,160.35,159.55,,0.38%
2011-11-29,161.05,160.15,161.25,158.83,,0.56%
2011-11-30,161.25,161.05,161.55,159.25,,0.12%
2011-12-01,161.25,161.3,161.65,161.05,,0.00%
2011-12-02,161.65,161.45,161.65,161.15,,0.25%
2011-12-05,161.35,161.6,161.75,161.25,,-0.19%
2011-12-06,161.75,161.45,161.75,161.43,,0.25%
2011-12-07,161.75,161.75,162.05,161.4,,0.00%
2011-12-08,162.15,161.8,162.65,161.8,,0.25%
2011-12-09,161.75,162.05,162.5,161.65,,-0.25%
2011-12-12,162.05,161.65,162.3,161.65,,0.19%
2011-12-13,162.3,162.15,162.35,162.07,,0.15%
2011-12-14,162.65,162.4,162.65,162.05,,0.22%
2011-12-15,162.15,162.75,162.75,162.15,,-0.31%
2011-12-16,161.55,162.25,162.25,161.5,,-0.37%
2011-12-19,162.27,162.05,162.4,161.55,,0.45%
2011-12-20,162.25,159.45,162.45,159.45,,-0.01%
2011-12-21,163.25,162.25,163.25,162.1,,0.62%
2011-12-22,163.93,162.25,164.93,162.25,,0.42%
2011-12-23,164.93,162.25,165.15,162.25,,0.61%
2011-12-26,162.25,162.25,162.25,162.25,,-1.62%
2011-12-27,165.05,162.45,165.13,162.45,,1.73%
2011-12-28,162.95,162.25,164.93,162.25,,-1.27%
2011-12-29,163.075,162.275,163.075,162.275,,0.08%
2011-12-30,162.3,162.3,163.15,162.1,,-0.48%
2012-01-02,162.25,162.25,162.25,162.25,,-0.03%
2012-01-03,160.3,162.3,163.1,159.85,,-1.20%
2012-01-04,159.85,162.25,162.25,159.35,,-0.28%
2012-01-05,159.9,162.4,162.4,159.6,,0.03%
2012-01-06,160.25,162.45,162.45,159.95,,0.22%
2012-01-09,162.1,162.3,162.3,159.6,,1.15%
2012-01-10,162.05,162.35,162.49,161.85,,-0.03%
2012-01-11,162.05,162.45,162.45,162.0,,0.00%
2012-01-12,162.055,162.445,162.445,162.055,,0.00%
2012-01-13,163.125,162.325,163.125,161.825,,0.66%
2012-01-16,161.94,162.45,162.45,161.93,,-0.73%
2012-01-17,162.65,162.45,163.3,161.94,,0.44%
2012-01-18,161.45,162.45,163.0,161.45,,-0.74%
2012-01-19,161.45,161.65,161.7,161.0,,0.00%
2012-01-20,160.975,161.725,161.725,159.525,,-0.29%
2012-01-23,161.15,161.05,161.55,159.75,,0.11%
2012-01-24,160.925,160.925,161.325,160.675,,-0.14%
2012-01-25,159.95,161.05,161.05,159.85,,-0.61%
2012-01-26,160.5,161.05,161.05,159.8,,0.34%
2012-01-27,160.95,160.52,161.1,160.3,,0.28%
2012-01-30,161.405,160.375,161.675,160.375,,0.28%
2012-01-31,161.15,161.53,161.65,161.05,,-0.16%
2012-02-01,161.05,161.33,161.4,161.0,,-0.06%
2012-02-02,160.605,161.465,161.465,160.385,,-0.28%
2012-02-03,160.2,161.3,161.3,160.2,,-0.25%
2012-02-06,160.35,161.3,161.55,160.25,,0.09%
2012-02-07,160.125,161.425,161.425,160.125,,-0.14%
2012-02-08,159.35,161.3,161.3,159.35,,-0.48%
2012-02-09,159.15,161.3,161.3,159.15,,-0.13%
2012-02-10,158.8,159.44,159.9,157.6,,-0.22%
2012-02-13,159.15,159.49,159.55,158.82,,0.22%
2012-02-14,158.55,159.29,159.4,158.25,,-0.38%
2012-02-15,158.25,158.77,159.3,158.1,,-0.19%
2012-02-16,158.15,158.35,158.35,158.0,,-0.06%
2012-02-17,158.25,158.41,158.41,157.7,,0.06%
2012-02-20,157.55,157.8,157.85,157.0,,-0.44%
2012-02-21,157.6,157.4,157.7,157.15,,0.03%
2012-02-22,157.4,157.21,157.6,157.2,,-0.13%
2012-02-23,156.95,157.7,157.7,156.25,,-0.29%
2012-02-24,157.375,157.575,157.725,156.325,,0.27%
2012-02-27,157.125,157.575,157.725,156.425,,-0.16%
2012-02-28,157.65,157.7,157.75,157.1,,0.33%
2012-02-29,157.325,157.625,157.805,157.325,,-0.21%
2012-03-01,157.375,157.375,157.775,156.425,,0.03%
2012-03-02,157.525,157.375,158.095,157.375,,0.10%
2012-03-05,157.75,157.5,158.7,157.5,,0.14%
2012-03-06,157.625,157.875,157.925,157.425,,-0.08%
2012-03-07,157.35,157.9,157.9,157.35,,-0.17%
2012-03-08,157.66,157.91,157.91,157.21,,0.20%
2012-03-09,157.35,157.6,158.0,156.6,,-0.20%
2012-03-12,158.25,158.0,158.25,157.4,,0.57%
2012-03-13,158.125,158.125,158.475,158.125,,-0.08%
2012-03-14,157.75,158.05,158.25,157.55,,-0.24%
2012-03-15,157.675,157.725,158.125,157.605,,-0.05%
2012-03-16,157.85,157.95,158.1,157.7,,0.11%
2012-03-19,157.65,157.85,157.9,157.53,,-0.13%
2012-03-20,157.5,158.05,158.05,157.5,,-0.10%
2012-03-21,158.0,157.75,158.0,157.55,,0.32%
2012-03-22,157.775,157.675,157.775,157.325,,-0.14%
2012-03-23,157.7,157.3,157.72,157.3,,-0.05%
2012-03-26,157.65,157.65,157.7,157.4,,-0.03%
2012-03-27,157.45,157.85,159.65,157.45,,-0.13%
2012-03-28,157.7,157.39,157.8,157.39,,0.16%
2012-03-29,157.7,157.7,158.05,157.45,,0.00%
2012-03-30,157.875,157.775,157.875,157.675,,0.11%
2012-04-02,157.7,157.7,157.8,157.34,,-0.11%
2012-04-03,157.65,157.8,157.8,157.45,,-0.03%
2012-04-04,157.685,157.775,157.775,157.525,,0.02%
2012-04-05,157.63,157.49,157.67,157.4,,-0.03%
2012-04-06,157.675,157.565,157.675,157.565,,0.03%
2012-04-09,157.67,157.49,157.67,157.49,,0.00%
2012-04-10,157.44,157.49,157.67,157.35,,-0.15%
2012-04-11,157.75,157.69,157.87,157.4,,0.20%
2012-04-12,157.675,157.565,157.745,157.265,,-0.05%
2012-04-13,157.475,157.565,159.475,157.325,,-0.13%
2012-04-16,157.465,157.565,157.675,157.025,,-0.01%
2012-04-17,157.6,157.64,158.2,157.4,,0.09%
2012-04-18,157.35,157.69,157.83,157.35,,-0.16%
2012-04-19,157.375,157.375,157.505,156.975,,0.02%
2012-04-20,157.275,157.375,157.375,157.065,,-0.06%
2012-04-23,157.25,157.13,157.55,157.05,,-0.02%
2012-04-24,157.425,157.205,157.425,157.075,,0.11%
2012-04-25,157.275,157.205,157.425,156.625,,-0.10%
2012-04-26,157.545,157.205,157.545,156.965,,0.17%
2012-04-27,157.675,157.205,157.745,157.205,,0.08%
2012-04-30,157.425,157.205,157.625,157.205,,-0.16%
2012-05-01,157.445,157.205,157.445,157.205,,0.01%
2012-05-02,157.475,157.205,158.425,157.025,,0.02%
2012-05-03,157.25,157.33,157.55,157.25,,-0.14%
2012-05-04,157.25,157.33,158.33,157.15,,0.00%
2012-05-07,157.365,157.205,157.975,156.425,,0.07%
2012-05-08,157.5,157.13,157.5,157.1,,0.09%
2012-05-09,157.75,157.33,157.97,157.33,,0.16%
2012-05-10,157.75,157.33,157.97,157.33,,0.00%
2012-05-11,157.85,157.23,157.9,156.45,,0.06%
2012-05-14,157.985,157.205,157.985,157.205,,0.09%
2012-05-15,158.275,157.205,159.025,157.205,,0.18%
2012-05-16,158.98,157.85,158.98,157.85,,0.45%
2012-05-17,159.025,159.075,159.425,158.775,,0.03%
2012-05-18,159.0,159.1,159.55,158.7,,-0.02%
2012-05-21,158.75,158.75,159.45,158.65,,-0.16%
2012-05-22,159.25,159.05,159.35,158.95,,0.31%
2012-05-23,159.35,159.3,159.85,159.2,,0.06%
2012-05-24,159.65,159.55,160.15,159.4,,0.19%
2012-05-25,159.76,159.7,160.4,159.65,,0.07%
2012-05-28,158.9,159.55,160.3,158.85,,-0.54%
2012-05-29,159.125,158.975,159.125,158.975,,0.14%
2012-05-30,159.975,158.975,159.975,158.975,,0.53%
2012-05-31,159.85,160.0,160.2,159.7,,-0.08%
2012-06-01,160.6,159.95,160.8,159.95,,0.47%
2012-06-04,161.3,160.6,161.51,160.6,,0.44%
2012-06-05,162.24,161.16,162.41,161.16,,0.58%
2012-06-06,161.15,162.15,163.6,161.0,,-0.67%
2012-06-07,162.425,160.925,162.595,160.925,,0.79%
2012-06-08,163.0,162.55,163.0,162.5,,0.35%
2012-06-11,163.0,162.66,163.16,162.56,,0.00%
2012-06-12,162.75,162.99,163.65,162.64,,-0.15%
2012-06-13,162.9,162.6,163.36,162.59,,0.09%
2012-06-14,163.05,163.34,163.42,162.95,,0.09%
